region,district,municipality,ward,ALIANCE NARODNICH SIL,ANO 2011,"ANO, vytrollime europarlament",Agrarni demokraticka strana,Alternativa pro Cesk. rep.2017,"BEZPECNOST,ODPOVEDNOST,SOLID.",CESTA ODPOVEDNE SPOLECNOSTI,Ceska Suverenita,Ceska piratska strana,Ceska str.socialne demokrat.,Demokraticka strana zelenych,Evropa spolecne,HLAS,JSI PRO?Jist.Solid.In.pro bud.,KONZERVATIVNI ALTERNATIVA,Klub angazovanych nestraniku,"Koalice CSNS, Patrioti CR",Koalice DSSS a NF,"Koalice Rozumni, ND","Koalice STAN, TOP 09","Koalice Soukromnici, NEZ","Koalice Svobodni, RC",Komunisticka str.Cech a Moravy,Krest.demokr.unie-Cs.str.lid.,Moravane,Moravske zemske hnuti,NE-VOLIM.CZ,Narodni socialiste,Obcanska demokraticka strana,PRO Zdravi a Sport,PRVNI REPUBLIKA,Pro Cesko,Romska demokraticka strana,SPR-Republ.str.Csl. M.Sladka,Strana nezavislosti CR,Svob.a pr.dem.-T.Okamura (SPD),TVUJ KANDIDAT,Vedci pro Ceskou republiku,Volte Pr.Blok www.cibulka.net
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,70,0,68,6,1,0,3,4,0,52,11,2,3,4,1,0,0,0,0,2,51,0,2,29,12,0,0,0,0,33,0,0,0,0,0,0,38,1,2,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,71,0,65,1,0,0,0,0,0,42,8,1,0,2,0,0,1,0,0,2,31,1,0,11,10,1,0,0,0,38,0,0,0,0,0,1,27,0,3,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,72,0,62,3,1,3,0,2,1,70,7,2,2,5,0,0,1,0,0,7,40,1,3,27,8,0,0,1,0,34,0,0,1,0,1,1,23,1,1,1
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,73,1,74,13,0,0,1,0,0,42,22,1,0,4,0,0,1,0,0,5,19,1,1,33,18,0,0,0,0,39,0,0,0,1,1,1,31,0,2,1
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,74,1,70,6,0,1,0,2,0,47,16,2,1,8,1,0,0,0,0,4,36,2,3,18,14,0,1,0,0,40,2,0,0,1,0,1,37,0,2,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,75,0,62,10,2,2,1,1,0,37,9,5,2,10,0,0,0,0,1,3,44,1,3,16,25,0,0,0,0,58,0,0,0,0,0,0,29,0,3,1
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,76,0,65,6,0,3,0,1,0,35,3,1,1,3,0,0,0,0,0,3,53,0,4,14,22,0,0,1,0,43,3,0,0,0,0,0,21,0,3,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,77,0,70,8,0,1,0,0,0,48,8,1,0,5,0,0,0,0,0,1,39,0,1,11,34,0,0,1,0,39,0,0,1,1,0,0,33,0,1,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,78,0,95,2,0,3,1,0,0,59,14,2,1,11,1,0,0,1,1,1,41,1,0,14,21,0,0,1,0,63,0,0,0,0,1,0,31,0,4,3
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,79,0,72,1,1,3,0,4,0,78,13,2,3,15,0,0,0,0,2,2,79,1,8,15,24,0,0,1,0,93,0,0,0,0,1,0,21,1,7,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,80,0,61,5,1,1,0,2,0,38,15,0,0,6,0,0,0,0,0,3,22,0,1,18,7,0,1,0,0,19,0,0,1,0,0,0,9,0,2,1
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,81,1,65,4,2,0,0,0,0,45,7,4,2,7,0,0,3,1,1,5,55,6,2,16,13,0,0,0,0,52,4,0,0,1,0,0,24,0,2,1
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,82,0,55,6,0,0,0,0,0,53,6,2,2,7,0,0,0,1,0,0,36,2,1,8,20,0,0,0,0,52,0,0,0,0,0,2,20,0,2,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,83,0,49,7,0,0,0,3,0,26,9,4,0,3,0,0,1,0,0,1,27,2,2,27,16,0,0,0,0,42,0,0,0,0,0,0,24,0,2,0
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,84,0,57,6,0,3,0,4,0,43,8,2,2,5,0,0,0,0,1,4,43,0,0,12,9,0,0,0,0,55,0,0,1,0,0,1,19,0,2,1
Kralovehradecky kraj,Hradec Kralove,Hradec Kralove,85,1,72,5,1,2,1,0,0,47,4,2,0,7,0,0,0,0,0,1,76,0,2,9,11,0,0,0,1,88,0,0,0,0,1,0,19,1,4,1
Kralovehradecky kraj,Hradec Kralove,Klamos,1,0,17,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,1,0,3,1,1,8,1,0,0,0,0,11,1,0,1,0,0,1,6,0,0,1
Kralovehradecky kraj,Hradec Kralove,Klamos,2,0,11,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,1,7,0,0,0
Kralovehradecky kraj,Hradec Kralove,Kraliky,1,0,9,1,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,1,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
Kralovehradecky kraj,Hradec Kralove,Kraliky,2,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Kralovehradecky kraj,Hradec Kralove,Libcany,1,0,38,4,0,1,0,1,0,23,3,4,0,1,0,0,0,0,1,9,9,2,0,15,1,0,0,0,0,40,0,0,1,0,0,0,22,0,2,1
Kralovehradecky kraj,Hradec Kralove,Libcany,2,0,5,5,0,1,0,1,0,2,1,0,0,3,0,0,0,0,1,0,4,0,2,1,0,0,0,0,0,9,0,0,0,0,1,0,6,0,0,1
Kralovehradecky kraj,Hradec Kralove,Menik,1,0,4,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
Kralovehradecky kraj,Hradec Kralove,Menik,2,0,17,0,0,0,0,0,0,7,2,1,1,1,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0
Kralovehradecky kraj,Hradec Kralove,Menik,3,0,27,1,0,0,0,3,0,16,7,1,1,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,15,1,0,0,0,0,1,8,0,0,0
Kralovehradecky kraj,Hradec Kralove,Nechanice,1,0,11,3,1,0,0,1,0,14,7,0,0,2,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0
Kralovehradecky kraj,Hradec Kralove,Nechanice,2,0,73,6,1,1,0,0,0,32,17,2,3,11,0,0,0,1,0,0,30,2,0,12,28,0,0,0,0,28,0,0,1,0,0,1,24,1,4,1
Kralovehradecky kraj,Hradec Kralove,Nechanice,3,0,9,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0
Kralovehradecky kraj,Hradec Kralove,Nechanice,4,0,11,1,0,0,0,1,0,8,0,3,0,0,2,0,0,0,0,1,7,0,0,0,5,0,0,0,0,9,0,0,1,0,0,0,4,0,0,0
Kralovehradecky kraj,Hradec Kralove,Nechanice,5,0,14,2,2,0,0,1,0,7,2,1,0,1,0,0,0,0,2,2,1,1,1,3,0,0,0,1,0,10,0,0,0,0,0,1,7,1,3,2
Kralovehradecky kraj,Hradec Kralove,Nechanice,6,0,7,0,0,1,0,0,0,5,3,0,0,2,0,0,0,0,0,2,5,0,0,4,5,0,0,0,0,2,1,0,0,0,0,0,3,0,1,0
Kralovehradecky kraj,Hradec Kralove,Nepolisy,1,0,44,2,0,1,0,0,1,13,6,0,0,2,0,0,0,0,0,1,9,1,0,8,5,0,0,0,0,13,0,0,0,0,0,0,9,0,3,0
Kralovehradecky kraj,Hradec Kralove,Nepolisy,2,0,11,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
Kralovehradecky kraj,Hradec Kralove,Nepolisy,3,0,18,2,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,1,0,25,8,0,1,0,0,0,21,11,1,0,4,0,0,0,0,0,4,14,4,1,7,4,0,0,1,0,40,2,0,0,0,0,2,19,0,1,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,2,0,42,3,2,1,0,1,0,25,3,1,1,3,1,0,0,0,0,0,24,0,3,12,8,0,0,0,0,30,0,0,0,0,0,1,16,0,3,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,3,0,53,1,0,3,0,2,0,17,9,1,1,5,0,0,0,0,2,0,13,0,2,12,6,0,0,0,0,31,0,0,1,1,0,0,18,0,2,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,4,1,82,9,1,0,0,1,0,18,16,4,1,3,0,0,0,0,1,4,10,0,3,17,3,0,0,0,0,31,0,0,1,0,1,0,20,0,2,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,5,0,94,5,2,0,0,1,0,31,8,0,1,0,0,0,0,0,1,4,23,0,0,14,15,0,0,0,0,57,1,0,4,0,0,2,24,0,1,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,6,0,34,3,0,0,0,0,0,13,1,1,0,2,0,0,0,0,3,2,9,0,0,5,13,0,0,0,0,9,0,0,1,0,0,0,12,0,2,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,7,0,17,2,0,0,0,1,0,12,5,0,0,2,1,0,0,0,1,1,4,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,8,0,18,1,0,1,0,0,0,4,4,0,0,2,0,0,0,0,0,1,2,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,9,0,8,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0
Kralovehradecky kraj,Hradec Kralove,Novy Bydzov,10,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0
Kralovehradecky kraj,Hradec Kralove,Praskacka,1,0,40,2,0,0,0,0,0,28,10,0,4,1,0,0,0,0,1,3,17,0,3,2,1,0,0,1,0,31,0,0,0,0,0,0,9,0,1,1
Kralovehradecky kraj,Hradec Kralove,Praskacka,2,0,5,0,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,1,6,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Kralovehradecky kraj,Hradec Kralove,Praskacka,3,0,20,3,0,0,0,0,0,15,0,2,1,0,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,5,3,0,1,0,0,0,7,0,2,1
Kralovehradecky kraj,Hradec Kralove,Smidary,1,0,48,5,1,0,0,3,0,19,2,0,0,3,0,0,0,0,0,1,3,0,0,21,9,1,0,0,0,17,0,0,2,0,0,2,20,2,1,0
Kralovehradecky kraj,Hradec Kralove,Smidary,2,0,16,1,0,0,0,0,0,10,3,2,0,1,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
Kralovehradecky kraj,Hradec Kralove,Smidary,3,0,8,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Kralovehradecky kraj,Hradec Kralove,Smidary,4,0,6,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kralovehradecky kraj,Hradec Kralove,Smidary,5,0,18,0,0,0,0,0,0,8,9,0,0,1,0,0,0,0,0,1,2,0,0,10,7,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
Kralovehradecky kraj,Hradec Kralove,Smirice,1,0,77,4,1,0,0,2,0,34,8,2,0,6,0,0,0,0,1,4,22,1,2,19,12,0,0,1,0,40,0,0,3,0,0,1,31,0,2,1
Kralovehradecky kraj,Hradec Kralove,Smirice,2,0,75,7,0,1,0,4,0,39,8,0,0,7,1,0,1,0,2,5,25,1,3,20,4,0,0,2,0,39,1,0,0,0,0,0,31,0,2,0
Kralovehradecky kraj,Hradec Kralove,Smirice,3,0,7,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,4,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
Kralovehradecky kraj,Hradec Kralove,Stezery,1,0,92,5,0,2,0,3,0,61,7,2,1,9,1,0,0,0,1,8,49,0,3,27,22,1,0,0,0,52,3,0,2,0,2,3,23,0,4,0
Kralovehradecky kraj,Hradec Kralove,Stezery,2,0,25,2,0,0,0,1,0,16,5,0,0,2,0,0,0,0,0,0,24,1,2,7,6,0,0,0,0,17,0,0,1,0,0,1,15,0,3,1
Kralovehradecky kraj,Hradec Kralove,Stezery,3,0,3,3,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,8,1,0,1,0,0,0,10,0,0,0
Kralovehradecky kraj,Hradec Kralove,Strezetice,1,0,14,1,0,0,0,0,0,15,10,1,0,1,0,0,0,0,0,0,19,0,0,3,4,0,0,1,0,15,0,0,0,0,0,0,8,0,1,0
Kralovehradecky kraj,Hradec Kralove,Strezetice,2,0,11,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,2,0,0,8,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,1,0,67,9,0,1,2,3,0,33,8,4,1,6,0,1,0,0,1,9,29,1,1,20,14,0,0,0,0,31,1,0,0,0,1,3,20,1,2,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,2,1,65,3,0,1,1,3,0,52,10,2,0,5,0,0,0,0,0,1,39,0,2,14,28,0,0,2,0,36,1,0,0,0,0,0,30,0,5,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,3,0,40,2,0,1,0,5,0,56,7,1,0,13,0,0,0,0,0,2,56,0,10,4,41,0,1,0,0,37,2,0,0,0,0,1,16,1,4,1
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,4,0,85,4,0,0,1,1,0,44,11,2,0,6,0,0,0,0,2,5,30,0,1,15,21,0,0,1,0,51,2,1,0,1,2,1,28,0,2,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,6,0,20,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,1,2,5,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,7,0,18,1,0,0,0,0,0,19,1,0,0,6,0,0,0,0,2,1,7,1,1,2,5,0,0,0,0,16,0,0,1,0,0,0,6,0,0,0
Kralovehradecky kraj,Hradec Kralove,Trebechovice pod Orebem,8,0,7,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,10,0,1,7,3,0,0,0,0,9,0,0,0,0,0,2,5,0,0,0
Kralovehradecky kraj,Hradec Kralove,Tresovice,1,0,7,1,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,2,4,0,0,2,3,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0
Kralovehradecky kraj,Hradec Kralove,Tresovice,2,0,3,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,5,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,3,0,1,0
Kralovehradecky kraj,Hradec Kralove,Vinary,1,0,8,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,0,0,0,1,8,1,0,0,0,1,0,3,0,1,0
Kralovehradecky kraj,Hradec Kralove,Vinary,2,0,11,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Kralovehradecky kraj,Hradec Kralove,Vinary,3,0,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Kralovehradecky kraj,Hradec Kralove,Vinary,4,0,2,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,2,0,2,0
Kralovehradecky kraj,Hradec Kralove,Vsestary,1,1,46,3,3,0,0,0,0,29,10,2,3,5,0,0,0,0,1,1,25,0,2,9,16,0,0,1,0,36,0,0,0,1,0,0,15,0,2,0
Kralovehradecky kraj,Hradec Kralove,Vsestary,2,0,11,1,0,0,0,2,0,7,1,0,0,2,0,0,0,0,0,1,3,0,0,8,6,0,0,1,0,7,1,0,0,0,0,0,3,0,0,1
Kralovehradecky kraj,Hradec Kralove,Vsestary,3,0,9,2,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,11,0,0,1,3,0,0,0,0,8,0,0,0,0,0,1,6,0,0,0
Kralovehradecky kraj,Hradec Kralove,Vsestary,4,0,4,3,0,0,0,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0
Kralovehradecky kraj,Hradec Kralove,Vsestary,5,0,21,1,1,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,4,0,0,0,0,0,1,2,0,1,0
Kralovehradecky kraj,Hradec Kralove,Vsestary,6,0,26,2,0,1,0,0,0,10,4,0,1,1,0,0,0,0,0,0,10,0,1,9,5,0,0,0,0,5,1,0,0,0,0,1,3,0,0,0
Kralovehradecky kraj,Hradec Kralove,Vysoka nad Labem,1,0,41,4,0,0,0,0,0,26,3,1,2,4,0,0,0,0,0,0,20,0,0,8,18,0,0,0,0,25,0,0,0,0,0,0,11,0,4,1
Kralovehradecky kraj,Hradec Kralove,Vysoka nad Labem,2,0,26,2,0,0,1,3,0,42,9,1,0,9,0,0,0,0,0,1,54,0,4,3,10,0,1,0,0,66,0,0,0,0,0,3,15,0,2,0
Kralovehradecky kraj,Jicin,Cerekvice nad Bystrici,1,0,16,7,0,1,0,0,0,25,8,1,0,3,0,0,0,0,0,1,10,0,2,5,2,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0
Kralovehradecky kraj,Jicin,Cerekvice nad Bystrici,2,0,19,0,0,1,0,0,0,8,2,1,0,1,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,1,0,3,1
Kralovehradecky kraj,Jicin,Detenice,1,1,17,0,0,0,0,1,0,14,4,0,0,0,0,0,0,0,0,2,4,0,0,4,1,0,0,0,0,10,0,0,0,0,1,0,7,0,1,0
Kralovehradecky kraj,Jicin,Detenice,2,0,4,3,0,2,0,0,0,4,2,1,0,1,0,0,0,0,0,1,7,0,0,6,1,0,0,0,0,15,1,0,0,0,0,0,6,0,4,0
Kralovehradecky kraj,Jicin,Detenice,3,0,5,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Kralovehradecky kraj,Jicin,Holin,1,0,23,1,0,0,0,1,0,18,1,1,0,1,0,0,1,0,0,2,17,0,0,10,2,0,0,0,0,13,0,0,0,0,1,2,1,0,1,0
Kralovehradecky kraj,Jicin,Holin,2,0,10,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Kralovehradecky kraj,Jicin,Holin,3,0,4,0,0,1,0,0,1,7,3,0,0,2,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0
Kralovehradecky kraj,Jicin,Holin,4,0,11,1,0,0,0,0,0,11,0,1,1,3,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
Kralovehradecky kraj,Jicin,Horice,1,0,58,11,0,1,1,1,0,54,7,1,1,3,0,0,0,0,0,2,39,1,1,10,12,0,0,0,0,39,1,1,0,0,1,0,20,1,5,0
Kralovehradecky kraj,Jicin,Horice,2,1,100,6,0,0,0,0,0,78,14,0,1,12,0,0,0,0,2,7,43,2,3,17,15,0,0,0,0,51,0,0,1,0,0,4,35,1,2,1
Kralovehradecky kraj,Jicin,Horice,3,1,66,6,0,1,0,4,0,58,10,2,1,3,0,0,0,0,0,4,36,0,2,25,26,1,0,0,0,63,0,0,0,0,1,1,43,0,5,5
Kralovehradecky kraj,Jicin,Horice,4,0,62,1,0,1,0,2,1,40,14,4,0,5,0,0,1,0,1,3,35,3,3,24,12,0,0,0,0,32,0,0,0,1,0,0,20,0,1,0
Kralovehradecky kraj,Jicin,Horice,5,1,70,14,2,1,0,1,0,54,18,0,1,3,0,0,0,0,2,8,27,0,4,32,21,0,0,0,0,35,1,3,0,0,0,0,33,0,0,0
Kralovehradecky kraj,Jicin,Horice,6,1,66,5,2,2,0,1,3,55,9,3,4,9,0,0,0,1,3,7,42,0,5,14,18,0,0,0,1,70,0,0,2,0,0,1,24,0,3,3
Kralovehradecky kraj,Jicin,Jicin,1,0,104,3,0,2,0,2,0,45,9,1,0,6,0,0,0,0,0,2,17,0,4,20,17,0,0,0,0,29,0,0,0,0,1,1,30,0,6,1
Kralovehradecky kraj,Jicin,Jicin,2,0,60,9,1,0,0,2,0,54,6,0,3,2,0,0,0,0,0,1,35,0,0,18,14,0,0,0,0,38,1,0,0,0,2,1,34,0,3,2
Kralovehradecky kraj,Jicin,Jicin,3,0,58,6,2,1,0,2,0,44,6,1,5,5,0,0,0,0,4,1,23,0,0,21,17,0,0,0,0,25,1,0,0,0,0,1,25,0,1,0
Kralovehradecky kraj,Jicin,Jicin,4,0,36,0,0,0,0,1,0,37,9,0,0,8,0,0,0,0,0,0,26,0,1,8,21,0,0,0,1,43,0,0,0,0,1,2,22,0,0,1
Kralovehradecky kraj,Jicin,Jicin,5,0,83,7,0,1,0,0,0,63,9,0,2,11,0,0,1,0,0,3,30,1,3,14,13,1,0,0,0,46,0,0,0,0,0,0,21,0,0,0
Kralovehradecky kraj,Jicin,Jicin,6,0,70,3,0,1,0,3,0,50,7,2,1,6,0,0,0,0,0,5,40,0,4,10,15,0,0,0,0,38,0,0,0,0,0,1,23,0,3,3
Kralovehradecky kraj,Jicin,Jicin,7,1,100,4,2,1,0,3,0,65,13,3,3,9,0,0,0,0,0,8,38,1,3,18,10,1,0,0,2,71,4,0,1,0,2,1,34,1,5,3
Kralovehradecky kraj,Jicin,Jicin,8,0,61,1,0,0,0,1,0,23,10,1,1,6,0,0,0,0,0,2,17,0,2,23,5,0,0,0,0,24,3,0,0,0,3,0,23,0,5,0
Kralovehradecky kraj,Jicin,Jicin,9,0,64,3,0,2,0,4,1,47,14,3,8,6,0,0,1,0,0,2,37,0,0,22,14,0,0,2,0,31,2,0,0,0,1,0,26,0,2,1
Kralovehradecky kraj,Jicin,Jicin,10,0,71,5,0,1,0,1,1,51,19,2,0,1,0,0,0,0,1,0,38,0,2,29,8,0,0,0,2,53,1,0,1,0,0,0,13,0,1,1
Kralovehradecky kraj,Jicin,Jicin,11,0,74,7,0,1,0,1,0,35,11,1,0,9,0,0,0,0,1,2,27,2,1,25,15,0,0,0,0,29,2,0,0,0,0,0,15,0,1,0
Kralovehradecky kraj,Jicin,Jicin,12,0,67,6,0,2,0,1,1,39,6,2,2,3,0,0,0,0,0,1,34,0,2,8,12,0,0,0,0,38,1,4,0,1,0,1,24,0,0,2
Kralovehradecky kraj,Jicin,Jicin,13,2,21,1,0,1,0,0,0,12,0,1,0,1,0,0,0,0,0,0,27,0,0,6,10,0,0,0,0,27,0,0,0,0,0,0,7,0,1,0
Kralovehradecky kraj,Jicin,Jicin,14,0,18,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,1,9,0,2,9,0,0,0,0,0,15,0,0,0,0,0,0,3,0,1,0
Kralovehradecky kraj,Jicin,Jicin,15,0,27,6,0,2,0,1,0,22,5,0,0,2,0,0,0,0,0,1,8,2,2,13,5,0,1,0,0,36,0,0,0,0,0,0,11,0,4,0
Kralovehradecky kraj,Jicin,Jicin,16,0,55,0,0,1,0,3,1,32,9,2,3,6,0,0,0,0,0,0,28,0,0,11,13,0,0,0,0,37,0,0,0,0,0,0,18,0,1,0
Kralovehradecky kraj,Jicin,Kopidlno,1,1,34,2,0,0,0,1,0,6,16,6,0,1,0,0,0,0,0,1,14,0,1,9,11,0,0,0,0,17,0,0,0,0,0,3,18,3,2,0
Kralovehradecky kraj,Jicin,Kopidlno,2,0,49,2,0,0,0,0,0,12,19,1,0,4,0,0,0,0,0,3,5,0,0,11,3,0,0,0,1,8,0,0,0,0,0,0,7,0,0,1
Kralovehradecky kraj,Jicin,Kopidlno,3,0,2,1,0,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1
Kralovehradecky kraj,Jicin,Kopidlno,4,0,5,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,4,3,0,2,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0
Kralovehradecky kraj,Jicin,Kopidlno,5,0,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
Kralovehradecky kraj,Jicin,Lazne Belohrad,1,2,72,3,1,0,0,0,0,51,12,2,0,7,0,0,0,0,1,4,31,1,3,28,23,0,0,0,0,36,1,1,0,0,1,1,15,0,9,1
Kralovehradecky kraj,Jicin,Lazne Belohrad,2,0,52,2,0,0,0,0,0,59,15,0,1,7,0,1,1,0,0,1,25,0,2,8,14,0,0,0,0,32,1,0,0,2,1,2,28,0,5,1
Kralovehradecky kraj,Jicin,Lazne Belohrad,3,0,1,0,1,1,0,0,0,13,0,0,0,2,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0
Kralovehradecky kraj,Jicin,Lazne Belohrad,4,0,41,4,0,0,0,2,0,20,2,2,0,0,0,0,0,0,0,2,23,1,1,13,10,0,0,0,0,19,0,0,0,0,0,0,14,0,1,1
Kralovehradecky kraj,Jicin,Lazne Belohrad,5,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
Kralovehradecky kraj,Jicin,Lazne Belohrad,6,1,14,2,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0
Kralovehradecky kraj,Jicin,Lazne Belohrad,7,0,24,4,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,2,16,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,3,0,2,0
