region,district,municipality,ward,ALIANCE NARODNICH SIL,ANO 2011,"ANO, vytrollime europarlament",Agrarni demokraticka strana,Alternativa pro Cesk. rep.2017,"BEZPECNOST,ODPOVEDNOST,SOLID.",CESTA ODPOVEDNE SPOLECNOSTI,Ceska Suverenita,Ceska piratska strana,Ceska str.socialne demokrat.,Demokraticka strana zelenych,Evropa spolecne,HLAS,JSI PRO?Jist.Solid.In.pro bud.,KONZERVATIVNI ALTERNATIVA,Klub angazovanych nestraniku,"Koalice CSNS, Patrioti CR",Koalice DSSS a NF,"Koalice Rozumni, ND","Koalice STAN, TOP 09","Koalice Soukromnici, NEZ","Koalice Svobodni, RC",Komunisticka str.Cech a Moravy,Krest.demokr.unie-Cs.str.lid.,Moravane,Moravske zemske hnuti,NE-VOLIM.CZ,Narodni socialiste,Obcanska demokraticka strana,PRO Zdravi a Sport,PRVNI REPUBLIKA,Pro Cesko,Romska demokraticka strana,SPR-Republ.str.Csl. M.Sladka,Strana nezavislosti CR,Svob.a pr.dem.-T.Okamura (SPD),TVUJ KANDIDAT,Vedci pro Ceskou republiku,Volte Pr.Blok www.cibulka.net
Jihocesky kraj,Ceske Budejovice,Dubne,2,0,19,2,0,1,0,4,0,16,4,1,0,1,0,0,0,0,0,0,13,0,1,2,15,0,0,0,0,14,0,0,0,0,0,0,7,0,1,0
Jihocesky kraj,Ceske Budejovice,Dubne,3,0,2,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Dubne,4,0,12,1,0,0,0,1,0,14,1,0,0,2,0,0,0,1,0,0,11,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,5,0,0,1
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,1,2,59,2,1,6,0,0,0,52,20,0,4,3,0,0,0,0,0,2,45,4,3,13,12,0,1,0,0,61,1,0,0,0,1,3,29,0,3,1
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,2,0,44,5,0,4,0,1,2,36,10,1,0,15,0,0,0,2,0,0,45,1,1,19,17,0,2,0,0,65,2,3,2,0,1,3,27,0,5,0
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,3,0,76,4,0,4,0,2,0,64,20,3,2,9,0,0,0,0,0,6,65,0,2,22,17,1,0,1,0,99,0,0,0,0,1,4,24,0,0,5
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,4,0,16,2,0,1,1,0,0,9,1,0,0,4,0,0,0,0,0,0,14,1,0,4,1,0,0,0,0,25,0,0,0,0,0,0,8,0,1,1
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,5,0,13,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,4,2,1,10,2,0,0,0,0,5,0,0,0,0,0,1,7,0,0,0
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,6,0,6,0,0,0,0,0,0,12,8,1,0,0,0,0,0,0,0,1,3,0,3,2,6,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Hluboka nad Vltavou,7,0,8,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,12,6,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Homole,1,0,54,2,0,0,2,1,1,61,10,3,0,15,0,0,0,1,0,3,40,1,1,11,20,0,0,0,0,71,1,0,1,0,0,2,16,0,1,3
Jihocesky kraj,Ceske Budejovice,Homole,2,0,6,1,0,0,0,0,0,11,1,0,1,1,0,0,0,0,2,0,11,0,0,6,11,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0
Jihocesky kraj,Ceske Budejovice,Horni Stropnice,1,0,39,4,3,0,0,1,0,18,12,1,0,7,0,0,0,0,1,0,13,0,0,47,17,0,0,0,0,17,0,0,0,0,0,6,25,0,1,1
Jihocesky kraj,Ceske Budejovice,Horni Stropnice,2,0,10,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Horni Stropnice,3,2,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Hosin,1,0,25,4,0,4,0,0,0,17,5,0,0,1,0,0,0,0,1,2,22,3,2,14,15,2,0,0,0,44,3,0,0,0,0,1,17,0,2,0
Jihocesky kraj,Ceske Budejovice,Hosin,2,0,27,5,0,2,2,0,0,5,1,0,0,5,0,0,2,0,0,0,14,0,1,4,1,0,0,2,0,14,1,0,0,0,0,3,6,0,2,1
Jihocesky kraj,Ceske Budejovice,Jankov,1,0,6,3,0,2,0,0,3,9,1,0,0,1,0,0,0,0,0,1,4,0,0,4,2,0,0,0,0,10,0,0,0,0,0,2,7,1,0,0
Jihocesky kraj,Ceske Budejovice,Jankov,2,0,3,1,0,2,0,0,0,7,3,3,0,0,0,0,0,0,0,1,3,0,0,6,4,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Jilovice,1,0,26,3,0,4,0,1,0,9,4,3,2,1,0,0,0,0,1,0,12,1,0,14,15,0,0,0,0,9,0,0,0,0,2,1,13,0,0,0
Jihocesky kraj,Ceske Budejovice,Jilovice,2,0,9,4,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Jilovice,3,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Jilovice,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Jilovice,5,0,7,0,0,0,0,0,1,6,4,0,0,1,0,0,0,0,0,0,0,1,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Kamenny Ujezd,1,0,59,1,0,2,0,0,0,52,13,1,1,10,0,0,0,0,0,2,52,2,1,28,39,0,0,0,2,96,0,0,0,1,0,2,26,0,0,2
Jihocesky kraj,Ceske Budejovice,Kamenny Ujezd,2,0,31,1,0,1,0,0,0,42,4,0,1,1,2,0,0,0,3,1,38,2,2,6,19,0,0,2,0,24,0,0,2,0,2,1,17,0,0,3
Jihocesky kraj,Ceske Budejovice,Kamenny Ujezd,3,0,5,1,0,0,0,2,0,17,0,0,0,2,0,0,0,0,0,0,10,3,0,3,11,0,0,0,0,13,0,0,0,0,0,0,4,0,1,0
Jihocesky kraj,Ceske Budejovice,Ledenice,1,0,89,6,2,0,0,1,0,53,11,1,1,11,0,0,1,0,1,1,42,5,3,22,63,1,0,1,0,74,0,0,0,2,1,3,14,0,7,1
Jihocesky kraj,Ceske Budejovice,Ledenice,2,0,16,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0
Jihocesky kraj,Ceske Budejovice,Ledenice,3,0,5,2,0,0,0,0,0,14,0,1,0,2,0,0,0,0,0,0,5,0,0,1,13,0,1,0,0,11,0,0,0,1,0,2,8,0,1,0
Jihocesky kraj,Ceske Budejovice,Ledenice,4,0,2,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0
Jihocesky kraj,Ceske Budejovice,Libin,1,0,3,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,4,8,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0
Jihocesky kraj,Ceske Budejovice,Libin,2,1,8,0,0,0,1,0,0,2,0,1,2,1,0,0,0,0,0,1,7,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,4,0,2,1
Jihocesky kraj,Ceske Budejovice,Libin,3,0,0,1,0,1,0,1,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Lipi,1,0,19,4,0,1,0,2,0,14,5,1,0,10,0,0,0,0,0,0,5,0,0,4,8,0,0,0,0,17,1,0,0,0,0,2,9,0,2,0
Jihocesky kraj,Ceske Budejovice,Lipi,2,0,12,1,0,0,0,0,0,15,1,1,0,2,0,0,0,0,0,2,4,0,0,5,3,1,0,0,0,9,2,0,0,0,1,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Lisov,1,1,85,6,1,2,0,1,0,56,10,1,1,21,0,0,1,0,1,4,48,2,1,33,38,1,0,0,1,68,4,0,1,0,1,0,46,0,3,0
Jihocesky kraj,Ceske Budejovice,Lisov,2,0,49,0,0,2,0,2,1,39,13,2,1,7,0,0,2,0,0,1,29,2,0,25,31,0,0,0,2,45,1,0,0,0,0,1,43,0,5,1
Jihocesky kraj,Ceske Budejovice,Lisov,3,0,11,1,3,0,0,1,0,9,0,1,0,1,0,0,0,0,0,1,13,0,0,9,1,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0
Jihocesky kraj,Ceske Budejovice,Lisov,4,0,28,1,0,0,0,0,0,15,5,3,0,3,0,1,0,0,0,0,23,0,0,16,31,0,0,0,0,32,0,0,0,0,0,1,18,0,0,1
Jihocesky kraj,Ceske Budejovice,Litvinovice,1,0,47,4,0,1,0,1,0,36,6,2,0,5,0,0,0,0,0,0,43,3,2,13,7,1,0,0,0,86,1,0,0,0,0,0,27,0,3,2
Jihocesky kraj,Ceske Budejovice,Litvinovice,2,0,32,5,0,2,0,2,0,35,1,0,1,15,0,0,0,0,0,1,26,1,6,13,12,0,0,0,0,45,0,0,0,0,0,0,16,0,3,0
Jihocesky kraj,Ceske Budejovice,Litvinovice,3,0,19,1,0,1,0,0,0,24,0,1,1,8,0,0,0,0,0,0,18,2,1,4,2,0,0,0,0,37,0,1,0,0,0,2,5,0,2,0
Jihocesky kraj,Ceske Budejovice,Locenice,1,0,21,0,0,3,0,1,0,16,8,1,0,1,0,0,0,0,0,0,14,0,1,9,9,0,0,0,0,22,0,0,0,0,0,3,5,0,1,0
Jihocesky kraj,Ceske Budejovice,Locenice,2,0,13,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,2,18,0,0,4,0,0,0,0,0,7,0,0,0,0,1,0,8,0,2,0
Jihocesky kraj,Ceske Budejovice,Mladosovice,1,0,10,3,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0
Jihocesky kraj,Ceske Budejovice,Mladosovice,2,0,17,0,2,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,2,1,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Mladosovice,3,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Nove Hrady,1,0,19,4,0,1,1,0,0,26,14,1,0,7,0,0,0,0,0,1,8,2,0,42,2,0,0,0,0,9,0,0,0,0,0,0,25,1,1,0
Jihocesky kraj,Ceske Budejovice,Nove Hrady,2,0,71,8,0,0,0,0,0,44,25,1,3,3,0,0,0,0,0,1,26,3,3,33,30,0,2,0,0,26,1,0,0,0,0,0,43,0,1,0
Jihocesky kraj,Ceske Budejovice,Nove Hrady,3,0,7,2,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,1,1,0,0,11,4,0,0,0,0,5,1,0,0,0,0,0,5,1,0,0
Jihocesky kraj,Ceske Budejovice,Olesnice,1,0,25,5,1,0,2,1,0,12,3,0,0,0,0,0,2,0,0,0,26,1,0,4,18,0,0,1,1,14,0,0,0,0,0,1,10,0,1,0
Jihocesky kraj,Ceske Budejovice,Olesnice,2,0,19,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,6,0,0,0
Jihocesky kraj,Ceske Budejovice,Olesnik,1,0,13,3,0,0,0,3,0,14,5,1,0,5,0,0,0,0,0,1,13,1,1,9,4,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0
Jihocesky kraj,Ceske Budejovice,Olesnik,2,0,9,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,9,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Pistin,1,0,13,3,0,0,0,0,1,10,3,0,1,1,0,0,0,0,0,0,18,2,1,0,4,0,0,1,0,11,0,0,0,0,0,1,12,0,0,0
Jihocesky kraj,Ceske Budejovice,Pistin,2,0,7,3,0,0,1,0,0,11,1,0,1,3,0,0,0,0,0,0,10,0,1,7,2,0,0,0,0,3,0,0,1,1,0,1,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Rudolfov,1,1,63,9,0,1,0,1,1,48,9,2,2,11,1,0,0,0,0,0,32,3,3,15,15,0,0,0,0,65,0,0,0,0,0,5,54,0,3,0
Jihocesky kraj,Ceske Budejovice,Rudolfov,2,0,64,2,0,0,0,4,0,31,11,0,0,5,0,0,0,0,1,1,38,0,8,24,29,0,0,0,0,41,0,0,0,0,0,2,24,0,5,1
Jihocesky kraj,Ceske Budejovice,Rudolfov,3,0,12,0,0,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,9,1,0,2,2,0,0,0,0,6,0,0,0,0,0,1,10,0,0,0
Jihocesky kraj,Ceske Budejovice,Sedlec,1,0,22,1,0,0,1,0,0,7,4,3,0,3,0,0,0,0,0,1,15,0,0,7,5,0,1,1,0,13,0,0,0,0,0,0,3,0,2,0
Jihocesky kraj,Ceske Budejovice,Sedlec,2,0,13,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Sedlec,3,0,8,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,9,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
Jihocesky kraj,Ceske Budejovice,Slavce,1,0,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1
Jihocesky kraj,Ceske Budejovice,Slavce,2,0,21,2,0,0,0,0,0,1,3,1,0,3,0,0,0,0,0,1,8,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0
Jihocesky kraj,Ceske Budejovice,Slavce,3,0,6,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0
Jihocesky kraj,Ceske Budejovice,Srubec,1,0,62,3,1,4,0,0,0,53,8,4,2,12,0,0,0,0,0,0,64,0,0,9,24,0,0,0,0,63,0,0,0,0,0,2,24,0,5,0
Jihocesky kraj,Ceske Budejovice,Srubec,2,0,32,8,1,2,0,1,0,28,3,3,0,5,0,0,0,0,1,0,50,0,1,5,25,0,0,0,0,49,0,0,2,0,0,1,25,0,0,0
Jihocesky kraj,Ceske Budejovice,Temelin,1,0,14,3,0,0,0,0,0,10,3,0,1,2,0,0,0,0,0,1,2,0,0,13,5,0,0,0,0,17,0,0,0,0,0,0,5,0,2,0
Jihocesky kraj,Ceske Budejovice,Temelin,2,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0
Jihocesky kraj,Ceske Budejovice,Temelin,3,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,8,0,3,0
Jihocesky kraj,Ceske Budejovice,Temelin,4,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Temelin,5,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Temelin,6,0,7,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,1,0,48,2,0,0,0,0,1,28,11,1,0,6,0,0,0,0,0,2,17,1,0,15,14,0,0,0,0,21,0,0,0,0,0,3,21,0,1,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,2,1,46,3,1,3,1,0,0,18,7,1,2,4,0,0,0,0,0,1,18,0,1,20,21,0,0,0,0,19,0,0,1,0,2,2,23,0,0,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,3,0,31,1,0,0,0,0,0,9,3,1,1,2,0,0,1,0,0,0,8,0,0,8,2,0,0,0,0,4,0,0,0,0,0,0,16,0,1,1
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,4,0,45,3,0,0,0,1,0,29,6,3,2,5,0,0,0,0,1,1,19,2,1,12,20,0,1,2,0,46,1,0,1,0,0,2,21,0,3,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,5,0,57,2,0,0,0,0,0,17,4,0,0,4,0,0,0,0,0,0,13,1,3,12,8,0,0,1,0,20,1,0,2,0,3,0,27,0,0,2
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,6,0,24,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3,0,1,2,0,11,0,0,0,0,0,1,1,0,0,0,0,3,15,0,0,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,7,0,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,4,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,5,0,1,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,8,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,9,0,5,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,10,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,5,0,2,9,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0
Jihocesky kraj,Ceske Budejovice,Trhove Sviny,11,0,18,2,1,0,0,2,0,4,1,0,1,1,0,0,1,0,0,1,3,2,1,4,4,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,1,0,26,6,0,0,0,0,1,43,5,1,1,7,0,0,1,0,5,0,16,0,2,16,15,0,0,0,0,30,0,0,0,0,0,0,18,0,1,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,2,0,74,4,1,0,0,0,1,30,15,2,0,10,0,0,0,0,1,4,49,0,6,31,33,0,0,0,4,61,0,0,2,0,0,5,21,0,6,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,3,0,32,4,0,1,0,0,0,32,5,2,0,0,0,0,0,0,0,5,20,0,6,19,3,0,4,0,1,14,1,0,0,0,0,0,25,0,2,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,4,0,42,4,0,0,1,2,0,47,3,1,3,7,0,0,1,0,1,0,13,0,0,11,13,0,0,0,1,33,0,0,1,0,0,3,42,0,3,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,5,0,44,2,0,1,0,1,0,18,2,0,0,6,0,0,1,0,0,7,9,0,3,6,14,0,0,1,0,21,3,0,2,0,0,1,19,1,2,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,6,0,31,3,0,1,0,2,0,21,7,0,2,4,0,0,0,0,0,2,15,0,4,13,7,0,0,0,0,12,0,0,0,0,0,1,13,0,0,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,7,0,54,2,0,4,0,0,0,26,3,2,2,0,0,0,0,1,0,1,14,0,1,18,7,0,0,1,0,25,1,0,0,0,0,1,20,0,1,2
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,8,0,23,2,0,0,0,0,0,16,6,1,2,1,0,0,0,0,2,2,24,0,0,18,12,0,0,0,0,7,0,0,0,0,0,0,8,0,3,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,9,1,10,1,0,0,0,0,0,12,2,1,0,0,0,0,0,0,0,0,4,0,0,12,1,1,0,0,0,15,0,0,0,0,0,0,6,0,0,1
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,10,1,6,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,11,0,5,0,0,0,0,2,1,5,2,0,0,2,0,0,0,2,0,0,7,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Tyn nad Vltavou,12,0,9,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Vsemyslice,1,0,9,0,1,0,0,0,0,16,2,0,0,4,0,0,0,1,0,3,0,0,0,3,4,0,0,0,0,20,1,0,0,0,0,1,6,0,1,0
Jihocesky kraj,Ceske Budejovice,Vsemyslice,2,0,36,2,0,0,2,0,0,23,5,2,2,5,0,0,0,1,0,1,11,1,0,6,3,0,5,0,0,16,1,0,0,0,0,0,18,1,0,0
Jihocesky kraj,Ceske Budejovice,Vsemyslice,3,0,4,1,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,2,0,0,2,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Vsemyslice,4,0,19,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,2,3,0,0,1,3,0,0,0,0,6,0,1,0,0,1,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,1,0,3,2,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,2,0,11,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,3,0,7,0,1,2,0,0,1,6,2,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,5,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Zimutice,7,0,12,1,0,0,0,0,0,11,2,0,0,1,0,0,0,0,1,2,1,0,0,5,3,0,0,0,0,3,0,0,0,1,1,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Zliv,1,0,48,2,1,2,0,2,0,18,7,0,1,6,0,0,0,0,0,2,16,1,1,22,8,0,0,0,0,23,0,0,1,0,0,2,32,0,1,0
Jihocesky kraj,Ceske Budejovice,Zliv,2,0,62,8,0,3,1,0,0,46,10,3,3,8,0,0,0,0,0,5,37,0,2,24,13,0,2,0,0,41,0,0,0,0,0,3,28,0,9,1
Jihocesky kraj,Ceske Budejovice,Zliv,3,0,58,4,0,2,0,0,0,25,6,1,0,10,0,0,0,0,0,3,22,1,2,16,6,0,0,0,0,16,0,0,0,0,0,3,34,0,3,1
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,1,0,33,3,0,1,0,0,0,29,9,2,2,10,0,0,0,0,3,3,31,0,2,30,10,0,0,0,0,28,0,0,0,0,0,3,15,0,0,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,2,0,37,1,0,2,0,1,0,18,7,2,0,4,1,0,0,0,0,2,17,0,0,15,7,0,0,0,0,30,0,0,1,0,0,0,18,0,1,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,3,0,50,3,0,1,0,4,0,36,11,2,2,5,0,0,0,0,7,1,20,2,1,24,10,0,0,0,0,28,0,0,1,1,0,2,18,0,2,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,4,0,39,3,0,3,0,1,0,27,6,0,0,0,0,0,0,0,2,2,28,0,1,19,7,0,0,0,0,21,0,0,0,2,0,0,26,0,0,3
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,5,0,47,5,0,5,0,0,0,38,6,2,1,3,0,0,0,0,1,0,22,1,2,15,14,1,0,0,0,27,0,0,0,0,0,5,23,0,2,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,6,0,26,1,1,0,0,1,1,37,9,0,0,2,2,0,0,0,0,3,25,0,2,8,13,0,0,0,0,30,0,0,0,0,0,0,23,0,3,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,7,0,35,6,0,1,0,0,0,21,9,1,0,9,0,0,1,0,1,0,21,0,1,8,16,0,0,0,0,25,0,0,0,0,0,2,5,0,1,2
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,8,1,20,2,0,1,0,0,0,32,1,3,1,7,0,0,0,0,0,3,61,1,4,3,22,0,0,0,0,58,0,0,0,0,1,0,21,0,3,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,9,0,21,4,0,3,0,1,1,34,4,1,1,3,0,1,0,0,3,1,36,0,1,1,12,0,0,0,0,44,0,0,1,1,0,0,6,0,0,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,10,0,44,2,0,2,0,0,0,25,5,3,1,11,0,0,0,0,1,0,35,1,0,19,40,0,0,1,0,52,0,0,0,0,1,0,12,0,2,0
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,11,0,12,2,0,4,0,0,0,25,0,0,1,4,0,0,0,0,1,0,14,0,0,0,7,0,0,0,0,20,0,1,2,0,0,1,7,0,4,1
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,12,0,49,3,0,0,0,0,0,21,4,4,0,3,0,0,0,0,0,2,10,0,3,5,8,0,0,0,0,15,1,0,0,0,1,0,13,0,1,2
Jihocesky kraj,Cesky Krumlov,Cesky Krumlov,13,0,40,1,0,0,0,1,0,23,5,1,1,2,0,0,0,1,1,2,11,1,1,15,6,0,0,0,0,27,0,0,0,0,0,1,15,0,4,2
